"Frequency(GHz)","kx(2π/a)","kx(2π/a)","Abs[Ez]","Arg[Ez]"
10.,-1.,-1.,0.000022021936886076936,2.6191697894904613
10.,-1.,-0.9666666666666668,0.00002895676439913111,2.7735931543611354
10.,-1.,-0.9333333333333332,0.000028943374639328695,-3.02400088352806
10.,-1.,-0.8999999999999999,0.000026265192976561434,-2.5538938409483958
10.,-1.,-0.8666666666666667,0.00001588153166546628,-2.201345681454277
10.,-1.,-0.8333333333333335,5.610282411009111e-6,1.325466381069239
10.,-1.,-0.8,0.00002024864286021049,1.1508977931149913
10.,-1.,-0.7666666666666666,0.000013278127699960602,-0.047078949563346253
10.,-1.,-0.7333333333333334,0.00003868542005019068,-0.7786116571787557
10.,-1.,-0.7,0.00005395971794885731,-1.0891074973722945
10.,-1.,-0.6666666666666669,0.000038758186098774016,-2.169098882270748
10.,-1.,-0.6333333333333335,0.00001796119685117423,-2.8930946185576514
10.,-1.,-0.6000000000000001,0.000013743104385745982,0.046361266905179006
10.,-1.,-0.5666666666666668,0.0001129506860689933,-0.9289037890300776
10.,-1.,-0.5333333333333332,0.0002929891026531271,-0.33097205198841756
10.,-1.,-0.5,0.00039358656972408835,0.25600565527130453
10.,-1.,-0.4666666666666668,0.00033174634950074145,0.37321512476228685
10.,-1.,-0.43333333333333335,0.00024420750345662245,0.19916010930137135
10.,-1.,-0.39999999999999997,0.00011868383565565358,0.5857907916576409
10.,-1.,-0.3666666666666667,0.00006657853685172044,3.0148611508456424
10.,-1.,-0.3333333333333334,0.00014835087924310324,-1.815295328617637
10.,-1.,-0.3000000000000001,0.00014912559130596072,-1.1190346708503263
10.,-1.,-0.2666666666666667,8.840941954996655e-6,0.7332327363980023
10.,-1.,-0.23333333333333323,0.000055967322509476815,0.2252934944404186
10.,-1.,-0.19999999999999998,0.00018309222656486877,0.02996141534691177
10.,-1.,-0.1666666666666668,0.00020511064008147103,0.4613397929812925
10.,-1.,-0.13333333333333347,0.0002212726803772652,0.8229762529769981
10.,-1.,-0.09999999999999999,0.0001832758870037158,1.316226334929878
10.,-1.,-0.06666666666666665,0.00018052324067925502,1.9708525003391753
10.,-1.,-0.033333333333333326,0.0001657327270997339,2.3621820965506397
10.,-1.,-7.780343540788976e-17,0.00015637317660285345,2.583247452336205
10.,-1.,0.033333333333333326,0.00015837782401702686,2.1223371082826215
10.,-1.,0.06666666666666658,0.00016405157259872458,1.742390166578512
10.,-1.,0.09999999999999983,0.00013534125618559496,1.092143616227681
10.,-1.,0.1333333333333334,0.00016854732984541559,0.3505578283499634
10.,-1.,0.16666666666666657,0.00010947215184464628,-0.4035765529797233
10.,-1.,0.20000000000000004,0.00008169963397623809,-3.004550563551701
10.,-1.,0.2333333333333333,0.00019859845301637625,2.465669052790523
10.,-1.,0.26666666666666655,0.00009884960773336609,1.7296298942411095
10.,-1.,0.29999999999999993,0.000061410973318936,0.6632989421335378
10.,-1.,0.3333333333333332,0.00004642124760011514,1.0817599714100867
10.,-1.,0.3666666666666667,0.000039608214242895706,0.47300655231770106
10.,-1.,0.39999999999999997,0.000038693976468250994,1.5970699389179812
10.,-1.,0.4333333333333331,0.000022789956041553912,-1.7978959451493737
10.,-1.,0.4666666666666666,0.00030305730734921224,-1.1779848667706885
10.,-1.,0.49999999999999983,0.0003719970343835851,-1.0113508849425636
10.,-1.,0.5333333333333334,0.0004389825928971936,-0.16087554854218808
10.,-1.,0.5666666666666667,0.0007467297155619259,0.01895625697252497
10.,-1.,0.6,0.000455158071299805,0.04041177159873186
10.,-1.,0.6333333333333332,0.00004251083998500539,1.0809939653259597
10.,-1.,0.6666666666666665,0.00003068972799522346,-2.8133524248245
10.,-1.,0.7,0.00002890793247545571,-0.851985635109392
10.,-1.,0.7333333333333333,0.00003599113534800756,0.25442967927256427
10.,-1.,0.7666666666666668,0.000025576432466795292,0.4335540107418617
10.,-1.,0.8,0.000029849771998804372,0.27005301793704
10.,-1.,0.8333333333333333,0.000049165225415519734,0.8917600576831546
10.,-1.,0.8666666666666666,0.00005578661682853575,1.2736200848607606
10.,-1.,0.8999999999999998,0.00003518547980899066,1.2373532237068916
10.,-1.,0.9333333333333333,0.00001580739738965009,0.9437065446361386
10.,-1.,0.9666666666666666,8.019328512634544e-6,2.027285615193214
10.,-0.9000000000000001,-1.,0.000013710885742525812,2.76780263876053
10.,-0.9000000000000001,-0.9666666666666668,0.00002638934596821726,2.93392431721207
10.,-0.9000000000000001,-0.9333333333333332,0.00002490194460440815,3.036296172121394
10.,-0.9000000000000001,-0.8999999999999999,0.000015269719411322898,-2.963348888368395
10.,-0.9000000000000001,-0.8666666666666667,5.218527342181805e-6,-2.712556210428893
10.,-0.9000000000000001,-0.8333333333333335,0.000011186225390207796,0.9791795081929394
10.,-0.9000000000000001,-0.8,9.473282976077728e-6,0.5184903794128262
10.,-0.9000000000000001,-0.7666666666666666,0.00002633029268237644,-1.9207664375875295
10.,-0.9000000000000001,-0.7333333333333334,0.000034939872186369194,-2.2241012565022746
10.,-0.9000000000000001,-0.7,0.000024999664912053597,-2.034065145597855
10.,-0.9000000000000001,-0.6666666666666669,0.0000108384199547299,-2.8537413509548846
10.,-0.9000000000000001,-0.6333333333333335,0.000025567875446995164,-1.1886442452007786
10.,-0.9000000000000001,-0.6000000000000001,0.00011174467731567378,-1.5971725095342986
10.,-0.9000000000000001,-0.5666666666666668,0.0001786448684941504,-1.3477526370744104
10.,-0.9000000000000001,-0.5333333333333332,0.0003117864353303257,-0.40376543969086576
10.,-0.9000000000000001,-0.5,0.00032084924610423736,0.11899790118766822
10.,-0.9000000000000001,-0.4666666666666668,0.00015474939842516946,0.32896744763159824
10.,-0.9000000000000001,-0.43333333333333335,0.0001419856773799931,-0.08686961670405388
10.,-0.9000000000000001,-0.39999999999999997,0.0001097081970305934,0.5856380363390127
10.,-0.9000000000000001,-0.3666666666666667,0.00015863128234878582,2.1907984486603254
10.,-0.9000000000000001,-0.3333333333333334,0.000010729597292431867,0.8524441247504387
10.,-0.9000000000000001,-0.3000000000000001,0.00023559841646434993,-0.3980077467444776
10.,-0.9000000000000001,-0.2666666666666667,0.00004856661271860815,-1.479570109255232
10.,-0.9000000000000001,-0.23333333333333323,0.00013692992431684408,-2.8275097914114675
10.,-0.9000000000000001,-0.19999999999999998,0.00011663122901433759,-0.5088731129707141
10.,-0.9000000000000001,-0.1666666666666668,0.00018544600207023564,0.060485044445484706
10.,-0.9000000000000001,-0.13333333333333347,0.00018296725136519954,1.1416815785147665
10.,-0.9000000000000001,-0.09999999999999999,0.00019142040297070483,1.8000710778737854
10.,-0.9000000000000001,-0.06666666666666665,0.00016714715455845358,2.6061896323294955
10.,-0.9000000000000001,-0.033333333333333326,0.0001534752330006241,2.9788005711226413
10.,-0.9000000000000001,-7.780343540788976e-17,0.0001023989234982622,-2.941200504680812
10.,-0.9000000000000001,0.033333333333333326,0.00005427379090356893,-2.592768026565842
10.,-0.9000000000000001,0.06666666666666658,0.00001635893802843397,-2.1733508798691417
10.,-0.9000000000000001,0.09999999999999983,0.00005635248864543884,0.5034632757821211
10.,-0.9000000000000001,0.1333333333333334,0.00012713498501747242,0.21851376422607816
10.,-0.9000000000000001,0.16666666666666657,0.00015021988858531898,-0.40887840730824865
10.,-0.9000000000000001,0.20000000000000004,0.00007492769210409213,-1.7801180446333786
10.,-0.9000000000000001,0.2333333333333333,0.00013776816617314762,-2.733416989619364
10.,-0.9000000000000001,0.26666666666666655,0.000014813067011175175,-0.5951553160389299
10.,-0.9000000000000001,0.29999999999999993,0.00003294771979491638,0.972058998626313
10.,-0.9000000000000001,0.3333333333333332,0.00007275528983156774,-2.9046871105577763
10.,-0.9000000000000001,0.3666666666666667,0.000052766024358336274,-3.019949802666412
10.,-0.9000000000000001,0.39999999999999997,0.00008654718585526717,2.380554572854
10.,-0.9000000000000001,0.4333333333333331,0.00014203333007793776,1.5322202295972809
10.,-0.9000000000000001,0.4666666666666666,0.00017012721221371297,-0.03491408944675277
10.,-0.9000000000000001,0.49999999999999983,0.00047233637425878516,-1.2789004263593702
10.,-0.9000000000000001,0.5333333333333334,0.0006433685861862292,-1.4781790888916215
10.,-0.9000000000000001,0.5666666666666667,0.00045781727474704755,-0.9170904385958797
10.,-0.9000000000000001,0.6,0.0003020351890310447,-0.15305937262756428
10.,-0.9000000000000001,0.6333333333333332,0.00007098164715746137,0.6647702958244645
10.,-0.9000000000000001,0.6666666666666665,0.00002436447467017237,2.4562056828851064
10.,-0.9000000000000001,0.7,8.602993740721911e-6,1.5705384592290172
10.,-0.9000000000000001,0.7333333333333333,0.000018743859080544952,0.9958281190849113
10.,-0.9000000000000001,0.7666666666666668,2.403085791891698e-6,2.0362357803588176
10.,-0.9000000000000001,0.8,7.471344088549124e-6,0.03655554972325459
10.,-0.9000000000000001,0.8333333333333333,0.000035446424981771304,0.787318790487147
10.,-0.9000000000000001,0.8666666666666666,0.00003753351837381611,1.3837816871735493
10.,-0.9000000000000001,0.8999999999999998,0.000018259876502247158,1.8864664121282044
10.,-0.9000000000000001,0.9333333333333333,8.996113138963816e-6,-1.191511527484198
10.,-0.9000000000000001,0.9666666666666666,7.348156605659346e-6,-1.1781704241819297
10.,-0.8,-1.,0.00001332383211186873,-2.9498301664743782
10.,-0.8,-0.9666666666666668,0.00003230715666187911,-2.9294615297793936
10.,-0.8,-0.9333333333333332,0.00003218603470665544,3.12717322476842
10.,-0.8,-0.8999999999999999,0.00002713129396934365,2.9936559207099114
10.,-0.8,-0.8666666666666667,0.000018957286147820552,2.9139430320989836
10.,-0.8,-0.8333333333333335,7.845669114508753e-6,2.92428212896819
10.,-0.8,-0.8,0.000012073869478121508,-2.839703182953029
10.,-0.8,-0.7666666666666666,0.000023128583258946467,-2.8896524721815293
10.,-0.8,-0.7333333333333334,0.00002499354633311377,2.902541904737602
10.,-0.8,-0.7,9.170260565631827e-6,2.4919049930141504
10.,-0.8,-0.6666666666666669,0.000014803090232481238,0.9936744744615887
10.,-0.8,-0.6333333333333335,0.00003878680661696736,-0.7269256411575812
10.,-0.8,-0.6000000000000001,0.000169387915484839,-1.8246302081239658
10.,-0.8,-0.5666666666666668,0.0002777033134776837,-2.0179541859959036
10.,-0.8,-0.5333333333333332,0.0001859606360588389,-1.0388627731856483
10.,-0.8,-0.5,0.00017230191752224736,0.1912041835126093
10.,-0.8,-0.4666666666666668,0.000038834439443622754,-0.10115927964757805
10.,-0.8,-0.43333333333333335,0.00021208026784997583,-1.0176856362687192
10.,-0.8,-0.39999999999999997,0.00013853310971756667,-0.7240100625759929
10.,-0.8,-0.3666666666666667,0.000253267418308537,2.5009801556792586
10.,-0.8,-0.3333333333333334,0.00031372396972347775,2.6562584799584816
10.,-0.8,-0.3000000000000001,0.00010310016994938444,-0.19622821082348146
10.,-0.8,-0.2666666666666667,0.00014373619505796747,-0.6810506710962438
10.,-0.8,-0.23333333333333323,0.00021532492086454743,-2.089544793913189
10.,-0.8,-0.19999999999999998,0.0002566247231241174,-0.975217897653357
10.,-0.8,-0.1666666666666668,0.0003975556118670142,0.13359597259267625
10.,-0.8,-0.13333333333333347,0.0004940361700191046,1.1085687545048022
10.,-0.8,-0.09999999999999999,0.00055605734157899,1.842440486623571
10.,-0.8,-0.06666666666666665,0.0005022447158117401,2.548661868789637
10.,-0.8,-0.033333333333333326,0.00044423943702318595,-3.120857685203717
10.,-0.8,-7.780343540788976e-17,0.00034431088100968563,-2.4229575161675125
10.,-0.8,0.033333333333333326,0.0002783203568283451,-1.240149728120579
10.,-0.8,0.06666666666666658,0.0003601491722425375,0.16659239215722918
10.,-0.8,0.09999999999999983,0.0005348592334420577,0.8102770646181411
10.,-0.8,0.1333333333333334,0.0004336231567504894,0.5723007014770736
10.,-0.8,0.16666666666666657,0.0004007131019991399,-0.3325054254805661
10.,-0.8,0.20000000000000004,0.0003123790360910465,-1.2552874748376868
10.,-0.8,0.2333333333333333,0.0002460668526596621,-2.3364258101250903
10.,-0.8,0.26666666666666655,0.0001457631818017863,2.050579676153405
10.,-0.8,0.29999999999999993,0.00005376897748546545,1.3237461316663532
10.,-0.8,0.3333333333333332,0.00032140531003413555,-1.469338464579473
10.,-0.8,0.3666666666666667,0.0002218970812804694,-1.5204798859072923
10.,-0.8,0.39999999999999997,0.00011502947471434219,2.1819130499190855
10.,-0.8,0.4333333333333331,0.0002019510324996472,1.8569031505483733
10.,-0.8,0.4666666666666666,0.00018355989755408734,1.243095222022951
10.,-0.8,0.49999999999999983,0.00023111859644199645,-1.7713075331260946
10.,-0.8,0.5333333333333334,0.0007973812155171938,-2.3032442077506934
10.,-0.8,0.5666666666666667,0.0005685428036407119,-2.58531188351737
10.,-0.8,0.6,0.000026183211835122743,1.2468386893396053
10.,-0.8,0.6333333333333332,0.0000932936797764721,0.4555566716254813
10.,-0.8,0.6666666666666665,9.003139992646729e-6,2.083466948160452
10.,-0.8,0.7,6.0014892939227374e-6,2.673589754470479
10.,-0.8,0.7333333333333333,0.000018638171706244977,1.5920554584179598
10.,-0.8,0.7666666666666668,0.000018330744519225387,2.2407844720287113
10.,-0.8,0.8,2.5075156496285578e-6,2.556976538403358
10.,-0.8,0.8333333333333333,0.00002275550629289554,0.31570475555876887
10.,-0.8,0.8666666666666666,0.000019227318286450047,1.482846456402761
10.,-0.8,0.8999999999999998,0.000024798355485322377,2.7733868114287534
10.,-0.8,0.9333333333333333,0.00001671941640020213,-2.565736328245129
10.,-0.8,0.9666666666666666,4.6261410184338045e-6,-1.6962027250539065
10.,-0.7,-1.,0.000015926154823365438,2.7514458113110143
10.,-0.7,-0.9666666666666668,0.000019847918355659224,2.5276894176602607
10.,-0.7,-0.9333333333333332,0.000024406981231586346,2.125044457347867
10.,-0.7,-0.8999999999999999,0.000026880168875871908,2.515012551558895
10.,-0.7,-0.8666666666666667,0.000027028377954985068,-3.1373718839140348
10.,-0.7,-0.8333333333333335,0.000015646952821251585,-2.068089963679159
10.,-0.7,-0.8,0.00001340956550745251,-1.6148815906940777
10.,-0.7,-0.7666666666666666,9.654210321593977e-6,-2.506815191536952
10.,-0.7,-0.7333333333333334,0.00001566636241873238,3.0973441827224457
10.,-0.7,-0.7,9.290278655853762e-6,2.8921246355895898
10.,-0.7,-0.6666666666666669,2.4863234744282256e-6,1.2004007753175117
10.,-0.7,-0.6333333333333335,0.00003242593610705157,-0.4295953933031779
10.,-0.7,-0.6000000000000001,0.00010846187710384546,-1.4853504205367756
10.,-0.7,-0.5666666666666668,0.0002722290865227482,-2.061338944610315
10.,-0.7,-0.5333333333333332,0.0001424152138564998,-1.6950219195843599
10.,-0.7,-0.5,0.00010775002388294052,0.6328180263274339
10.,-0.7,-0.4666666666666668,0.00007814730976925926,-1.654473511173044
10.,-0.7,-0.43333333333333335,0.00037381043298519357,-1.0372532307731932
10.,-0.7,-0.39999999999999997,0.00037618237275287205,-0.6574520331063801
10.,-0.7,-0.3666666666666667,0.0001397308414617085,-2.8789200369021617
10.,-0.7,-0.3333333333333334,0.00036589689980794316,-3.03489301990677
10.,-0.7,-0.3000000000000001,0.00008346403311039645,-0.837278783858427
10.,-0.7,-0.2666666666666667,0.00026556088382495406,0.4725917359872461
10.,-0.7,-0.23333333333333323,0.0004197385076070035,2.333685720553983
10.,-0.7,-0.19999999999999998,0.0008782761407958072,-2.9594119358360325
10.,-0.7,-0.1666666666666668,0.0012995416470052,-2.035917871833987
10.,-0.7,-0.13333333333333347,0.0017619074797439699,-1.2772375326545624
10.,-0.7,-0.09999999999999999,0.002078947265618222,-0.7022649148858645
10.,-0.7,-0.06666666666666665,0.0022012371109070396,-0.27364725508484145
10.,-0.7,-0.033333333333333326,0.0019156360910658607,-0.007697357424576713
10.,-0.7,-7.780343540788976e-17,0.0011117797779998937,-0.08500930836824282
10.,-0.7,0.033333333333333326,0.0008000210649174052,-1.3592215768409177
10.,-0.7,0.06666666666666658,0.0014081145013939591,-1.975395846059683
10.,-0.7,0.09999999999999983,0.0016444477331991746,-2.3881904367258704
10.,-0.7,0.1333333333333334,0.001544990337890961,-2.899888605482175
10.,-0.7,0.16666666666666657,0.0011011771442056262,2.740185709163105
10.,-0.7,0.20000000000000004,0.0006531087145591151,1.8966543115939534
10.,-0.7,0.2333333333333333,0.0003660124527222073,0.9442001693729015
10.,-0.7,0.26666666666666655,0.00020284521521198858,0.6833643135811474
10.,-0.7,0.29999999999999993,0.00017089325964482667,-0.5534008619838249
10.,-0.7,0.3333333333333332,0.000502033269485437,-1.0985863203572983
10.,-0.7,0.3666666666666667,0.00016854473497069416,-0.8653916791538087
10.,-0.7,0.39999999999999997,0.0002720105877742387,1.8258944590922837
10.,-0.7,0.4333333333333331,0.00030739640327573814,2.5210932596101703
10.,-0.7,0.4666666666666666,0.00026205815368585166,2.2897342928150324
10.,-0.7,0.49999999999999983,0.00018795768586148297,2.3438146567186533
10.,-0.7,0.5333333333333334,0.00045923911430163317,2.842624600254736
10.,-0.7,0.5666666666666667,0.00037440493052789606,2.33273797391821
10.,-0.7,0.6,0.00020282452978487596,0.7693351003848025
10.,-0.7,0.6333333333333332,0.00009396989586099638,0.10303018455893019
10.,-0.7,0.6666666666666665,0.0000146974187008776,-1.993637384497664
10.,-0.7,0.7,0.000027905323575638243,-1.5489247069035783
10.,-0.7,0.7333333333333333,7.012981026308517e-6,-1.2485608348581858
10.,-0.7,0.7666666666666668,5.216688571025714e-6,2.0573925727278928
10.,-0.7,0.8,0.00001667824315209715,-0.5986792011307224
10.,-0.7,0.8333333333333333,0.00003996895722556614,-0.22802201588250434
10.,-0.7,0.8666666666666666,0.000017966355299386694,0.6472800531330068
10.,-0.7,0.8999999999999998,0.00002102095924160548,2.903968217941454
10.,-0.7,0.9333333333333333,0.000024893676770913027,-2.763205987405062
10.,-0.7,0.9666666666666666,0.000013587040080452716,-3.0317666213269425
10.,-0.6000000000000001,-1.,0.00002056496219992717,-2.9712979436371896
10.,-0.6000000000000001,-0.9666666666666668,0.00003283790568242636,1.8105840534764095
10.,-0.6000000000000001,-0.9333333333333332,0.00004932672970501447,1.5441811544906254
10.,-0.6000000000000001,-0.8999999999999999,0.00003486616845540683,2.2136701016500835
10.,-0.6000000000000001,-0.8666666666666667,0.00005116799967837058,3.1366025688117416
10.,-0.6000000000000001,-0.8333333333333335,0.000028568637648643686,-3.0454371443448287
10.,-0.6000000000000001,-0.8,4.5235574542258565e-6,-1.4795451554692716
10.,-0.6000000000000001,-0.7666666666666666,0.000024821038381694126,-1.9253202124703082
10.,-0.6000000000000001,-0.7333333333333334,0.00003635095254789771,-2.2682067221259445
10.,-0.6000000000000001,-0.7,0.00003190005732784786,-2.328734606624472
10.,-0.6000000000000001,-0.6666666666666669,0.0000273874082794754,-2.496378442916276
10.,-0.6000000000000001,-0.6333333333333335,0.000026995096024011095,-2.2199340806079237
10.,-0.6000000000000001,-0.6000000000000001,0.0001292010382221116,-0.45460093767386206
10.,-0.6000000000000001,-0.5666666666666668,0.0001871391935045495,-0.7705011442770293
10.,-0.6000000000000001,-0.5333333333333332,0.00017510777823559237,-1.1578539985252074
10.,-0.6000000000000001,-0.5,0.00011762818206456737,-0.5452190330644339
10.,-0.6000000000000001,-0.4666666666666668,0.00022039035840799588,0.0001816407653363211
10.,-0.6000000000000001,-0.43333333333333335,0.0003325875194156118,-0.2189840725861887
10.,-0.6000000000000001,-0.39999999999999997,0.0005367718812559854,-0.6861155919666593
10.,-0.6000000000000001,-0.3666666666666667,0.0004227681398408078,0.5041254330977151
10.,-0.6000000000000001,-0.3333333333333334,0.0009114956741890683,2.7884727393908477
10.,-0.6000000000000001,-0.3000000000000001,0.0015089985079665357,-1.7184917743210562
10.,-0.6000000000000001,-0.2666666666666667,0.0023490705498365816,-0.02029516244609356
10.,-0.6000000000000001,-0.23333333333333323,0.0037297840652805695,1.6139348445955781
10.,-0.6000000000000001,-0.19999999999999998,0.005368209433479047,2.8281821443192934
10.,-0.6000000000000001,-0.1666666666666668,0.006301272121532784,-2.369124391219654
10.,-0.6000000000000001,-0.13333333333333347,0.0073821332485641674,-1.4986703680090037
10.,-0.6000000000000001,-0.09999999999999999,0.007932949828930105,-0.8447419422875423
10.,-0.6000000000000001,-0.06666666666666665,0.007809800069725095,-0.33371502255577323
10.,-0.6000000000000001,-0.033333333333333326,0.006621824883514791,0.026475142983774843
10.,-0.6000000000000001,-7.780343540788976e-17,0.0037541553696538734,0.15400651782979066
10.,-0.6000000000000001,0.033333333333333326,0.0015337298586660015,-1.6786512420227762
10.,-0.6000000000000001,0.06666666666666658,0.005614052666479594,-2.2036880548883953
10.,-0.6000000000000001,0.09999999999999983,0.007989298372579102,-2.3629798402513784
10.,-0.6000000000000001,0.1333333333333334,0.007854500628128898,-2.8001437224289143
10.,-0.6000000000000001,0.16666666666666657,0.007202434005010921,2.7686217621268794
10.,-0.6000000000000001,0.20000000000000004,0.005995819081175196,1.9263675183435172
10.,-0.6000000000000001,0.2333333333333333,0.00452301654678484,0.7394140399608684
10.,-0.6000000000000001,0.26666666666666655,0.003303415330419999,-0.562618684336421
10.,-0.6000000000000001,0.29999999999999993,0.0021435751054521526,-2.14440031543238
10.,-0.6000000000000001,0.3333333333333332,0.001279500063859887,2.6130465859636716
10.,-0.6000000000000001,0.3666666666666667,0.0007731426093755594,0.861297449130553
10.,-0.6000000000000001,0.39999999999999997,0.00011292177108612111,-1.5038846395340824
10.,-0.6000000000000001,0.4333333333333331,0.0006652687105074247,-2.94838095413798
10.,-0.6000000000000001,0.4666666666666666,0.0004955086485360808,-3.0974811334758567
10.,-0.6000000000000001,0.49999999999999983,0.00027730006351743666,2.371638594208504
10.,-0.6000000000000001,0.5333333333333334,0.00016485557849240013,1.603622909480704
10.,-0.6000000000000001,0.5666666666666667,0.00020876133692883524,-0.7411561334230504
10.,-0.6000000000000001,0.6,0.00027560465609691257,-0.6717464458950252
10.,-0.6000000000000001,0.6333333333333332,0.00007752240829706561,-0.06318904162773578
10.,-0.6000000000000001,0.6666666666666665,0.000019960115253122088,-3.015635364077839
10.,-0.6000000000000001,0.7,0.00004642142987421177,-1.6966297672355002
10.,-0.6000000000000001,0.7333333333333333,0.00004049433735997461,-1.4018719599162606
10.,-0.6000000000000001,0.7666666666666668,0.000012993948726939394,-0.8703892505329547
10.,-0.6000000000000001,0.8,0.000020986289753463663,-0.17495269614164619
10.,-0.6000000000000001,0.8333333333333333,0.00003701628165885985,-0.034261207231466674
10.,-0.6000000000000001,0.8666666666666666,0.00002019398326242373,1.0779416139266387
10.,-0.6000000000000001,0.8999999999999998,0.00003694368257233161,3.0219561008133105
10.,-0.6000000000000001,0.9333333333333333,0.0000561480942699352,-2.5986840825006996
10.,-0.6000000000000001,0.9666666666666666,0.00004694409988643594,-2.3875731571592516
10.,-0.5,-1.,6.554207088780281e-6,2.721318773602873
10.,-0.5,-0.9666666666666668,0.00004343970854086808,1.5757176670015183
10.,-0.5,-0.9333333333333332,0.00006325933607400329,1.3503924990280374
10.,-0.5,-0.8999999999999999,0.00003098217000009405,1.5838667493236347
10.,-0.5,-0.8666666666666667,0.00003472835940446856,-3.037118708428488
10.,-0.5,-0.8333333333333335,0.00003057585874617773,2.995022271265097
10.,-0.5,-0.8,5.0492073449690415e-6,1.2690982265436883
10.,-0.5,-0.7666666666666666,0.00003018352740147096,-1.8642195296857393
10.,-0.5,-0.7333333333333334,0.0000427338867306349,-1.9327271452485097
10.,-0.5,-0.7,0.00004949424423022179,-2.1865002645269525
10.,-0.5,-0.6666666666666669,0.000020593355243845446,-2.4587247127204894
10.,-0.5,-0.6333333333333335,0.00006973060960310133,-2.2555339628487308
10.,-0.5,-0.6000000000000001,0.00024825579283539056,-2.438941075547289
10.,-0.5,-0.5666666666666668,0.00036308826581184033,-2.5098799945119903
10.,-0.5,-0.5333333333333332,0.0002692892117609055,-1.46033157110206
10.,-0.5,-0.5,0.00024103220296256832,-0.12290505188011312
10.,-0.5,-0.4666666666666668,0.000463556566790165,0.34002384610319875
10.,-0.5,-0.43333333333333335,0.00048664606801429724,0.931200210969877
10.,-0.5,-0.39999999999999997,0.0005646255033010495,-1.7916056656604142
10.,-0.5,-0.3666666666666667,0.0009581428318207587,0.11149117455649435
10.,-0.5,-0.3333333333333334,0.0017369280087746032,2.263335584191428
10.,-0.5,-0.3000000000000001,0.002849243297459703,-2.075586421673527
10.,-0.5,-0.2666666666666667,0.0037440992822221535,-0.3329562260271075
10.,-0.5,-0.23333333333333323,0.0049874250696800675,1.416082990207602
10.,-0.5,-0.19999999999999998,0.006369034784741464,2.7019058047231432
